slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
felixra01,Ray Felix,CENTER,26,NEW YORK KNICKS,72,1622,18.8,0.497,0.0,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.3,5.5,0.162,0.0,0.0,0.0,0.0,False
flemied01,Ed Fleming,SHOOTING GUARD,23,,51,927,12.4,0.398,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,1.3,1.0,0.05,0.0,0.0,0.0,0.0,False
foustla01,Larry Foust,CENTER,28,,61,1533,19.2,0.484,0.0,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.3,4.7,0.148,0.0,0.0,0.0,0.0,False
gallaha01,Harry Gallatin,POWER FORWARD,29,NEW YORK KNICKS,72,1943,22.9,0.516,0.0,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,1.6,8.1,0.199,0.0,0.0,0.0,0.0,False
garmadi01,Dick Garmaker,SHOOTING GUARD,24,,72,2406,16.6,0.488,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.0,7.5,0.15,0.0,0.0,0.0,0.0,False
georgja01,Jack George,SHOOTING GUARD,28,,67,2229,11.7,0.402,0.0,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1.4,1.2,0.026,0.0,0.0,0.0,0.0,False
grabojo01,Joe Graboski,POWER FORWARD,27,,72,2501,12.6,0.41,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.6,1.1,0.021,0.0,0.0,0.0,0.0,False
greensi01,Si Green,SHOOTING GUARD,23,,13,423,13.5,0.43,0.0,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,0.096,0.0,0.0,0.0,0.0,False
gueriri01,Richie Guerin,SHOOTING GUARD,24,NEW YORK KNICKS,72,1793,12.8,0.42,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3,1.7,0.046,0.0,0.0,0.0,0.0,False
hagancl01,Cliff Hagan,SMALL FORWARD,25,,67,971,12.2,0.423,0.0,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.3,0.065,0.0,0.0,0.0,0.0,False
hannual01,Alex Hannum,POWER FORWARD,33,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
hannual01,Alex Hannum,POWER FORWARD,33,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
harribo02,Bob Harrison,GUARD,29,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
harribo02,Bob Harrison,SHOOTING GUARD,29,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
heinsto01,Tom Heinsohn,POWER FORWARD,22,BOSTON CELTICS,72,2150,17.9,0.456,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.1,7.1,0.16,0.0,0.0,0.0,0.0,False
hemridi01,Dick Hemric,POWER FORWARD,23,BOSTON CELTICS,67,1055,12.9,0.445,0.0,0.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.8,2.5,0.115,0.0,0.0,0.0,0.0,False
hennela01,Larry Hennessy,SHOOTING GUARD,27,,2,0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
hennela01,Larry Hennessy,SHOOTING GUARD,27,,19,0,0.0,0.36,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
hitchle01,Lew Hitch,POWER FORWARD,27,,30,556,9.4,0.433,0.0,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.9,0.073,0.0,0.0,0.0,0.0,False
hitchle01,Lew Hitch,POWER FORWARD,27,,38,577,9.3,0.418,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.031,0.0,0.0,0.0,0.0,False
holupjo01,Joe Holup,SMALL FORWARD,22,,71,1284,12.7,0.438,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,2.1,0.08,0.0,0.0,0.0,0.0,False
hopkibo01,Bob Hopkins,CENTER,22,,62,764,14.8,0.444,0.0,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.4,0.09,0.0,0.0,0.0,0.0,False
houbrbo01,Bob Houbregs,CENTER,24,,60,1592,17.6,0.489,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.2,4.5,0.134,0.0,0.0,0.0,0.0,False
hutchme01,Mel Hutchins,POWER FORWARD,28,,72,2647,13.0,0.426,0.0,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.9,2.8,0.05,0.0,0.0,0.0,0.0,False
johnsne01,Neil Johnston,CENTER,27,,69,2531,26.6,0.544,0.0,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2.1,13.7,0.259,0.0,0.0,0.0,0.0,False
jordoph01,Phil Jordon,CENTER-FORWARD,23,NEW YORK KNICKS,9,91,13.8,0.405,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.013,0.0,0.0,0.0,0.0,False
kalafed01,Ed Kalafat,SMALL FORWARD,24,,65,1617,11.6,0.433,0.0,0.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.7,2.6,0.076,0.0,0.0,0.0,0.0,False
kenvibi01,Billy Kenville,SHOOTING GUARD,26,,71,1701,12.1,0.413,0.0,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,1.4,0.039,0.0,0.0,0.0,0.0,False
kerrre01,Red Kerr,CENTER,24,,72,2191,17.3,0.462,0.0,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,5.4,0.117,0.0,0.0,0.0,0.0,False
learha01,Hal Lear,GUARD,22,,3,14,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085,0.0,0.0,0.0,0.0,False
leonasl01,Slick Leonard,POINT GUARD,24,,72,1943,11.4,0.407,0.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,1.6,1.3,0.032,0.0,0.0,0.0,0.0,False
lloydea01,Earl Lloyd,SMALL FORWARD,28,,72,1965,10.1,0.422,0.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,2.2,0.054,0.0,0.0,0.0,0.0,False
loscuji01,Jim Loscutoff,SMALL FORWARD,26,BOSTON CELTICS,70,2220,11.0,0.383,0.0,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,4.1,2.1,0.046,0.0,0.0,0.0,0.0,False
lovelcl01,Clyde Lovellette,CENTER,27,,69,2492,21.9,0.471,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.2,8.2,0.157,0.0,0.0,0.0,0.0,False
macaued01,Ed Macauley,POWER FORWARD,28,,72,2582,16.8,0.496,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,2.2,8.3,0.154,0.0,0.0,0.0,0.0,False
marshto01,Tom Marshall,SMALL FORWARD,26,,40,460,12.3,0.422,0.0,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.7,0.073,0.0,0.0,0.0,0.0,False
martisl01,Slater Martin,POINT GUARD,31,NEW YORK KNICKS,13,426,10.0,0.461,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.072,0.0,0.0,0.0,0.0,False
martisl01,Slater Martin,POINT GUARD,31,,53,1975,10.6,0.408,0.0,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.7,1.7,0.042,0.0,0.0,0.0,0.0,False
mccarjo01,Johnny McCarthy,POINT GUARD,22,,72,1560,10.4,0.437,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.7,2.6,0.081,0.0,0.0,0.0,0.0,False
mcguidi01,Dick McGuire,POINT GUARD,31,NEW YORK KNICKS,72,1191,14.2,0.44,0.0,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,2.1,0.084,0.0,0.0,0.0,0.0,False
mcmahja01,Jack McMahon,SHOOTING GUARD,28,,72,2344,9.2,0.376,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,2.1,0.8,0.016,0.0,0.0,0.0,0.0,False
mencech01,Chuck Mencel,POINT GUARD,23,,72,1848,12.5,0.419,0.0,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.7,2.2,0.058,0.0,0.0,0.0,0.0,False
mikkeve01,Vern Mikkelsen,POWER FORWARD,28,,72,2198,16.0,0.474,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.4,6.1,0.134,0.0,0.0,0.0,0.0,False
mooreja01,Jackie Moore,SMALL FORWARD,24,,57,400,11.6,0.487,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.9,0.103,0.0,0.0,0.0,0.0,False
naullwi01,Willie Naulls,FORWARD-CENTER,22,,19,438,15.4,0.411,0.0,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.5,0.4,0.046,0.0,0.0,0.0,0.0,False
naullwi01,Willie Naulls,POWER FORWARD,22,NEW YORK KNICKS,52,1340,13.2,0.391,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,False
nichoja01,Jack Nichols,POWER FORWARD,30,BOSTON CELTICS,61,1372,11.8,0.417,0.0,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.4,2.5,0.088,0.0,0.0,0.0,0.0,False
noblech01,Chuck Noble,SHOOTING GUARD,25,,54,1260,10.9,0.396,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.8,0.4,0.014,0.0,0.0,0.0,0.0,False
palazto01,Togo Palazzi,SMALL FORWARD,24,BOSTON CELTICS,21,233,13.4,0.397,0.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.4,0.3,0.052,0.0,0.0,0.0,0.0,False
palazto01,Togo Palazzi,SMALL FORWARD,24,,42,780,16.8,0.437,0.0,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.4,0.086,0.0,0.0,0.0,0.0,False
parkme01,Med Park,SHOOTING GUARD,23,,66,1130,10.6,0.443,0.0,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.8,0.075,0.0,0.0,0.0,0.0,False
paxsoji01,Jim Paxson,SMALL FORWARD,24,,71,1274,9.2,0.379,0.0,0.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,1.2,0.0,0.001,0.0,0.0,0.0,0.0,False
pettibo01,Bob Pettit,CENTER,24,,71,2491,28.0,0.494,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,3.2,11.6,0.224,0.0,0.0,0.0,0.0,False
phillan01,Andy Phillip,POINT GUARD,34,BOSTON CELTICS,67,1476,8.9,0.442,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.2,3.1,0.1,0.0,0.0,0.0,0.0,False
piontda01,Dave Piontek,SMALL FORWARD,22,,71,1759,13.4,0.443,0.0,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.3,3.7,0.1,0.0,0.0,0.0,0.0,False
ramsefr01,Frank Ramsey,SHOOTING GUARD,25,BOSTON CELTICS,35,807,17.4,0.487,0.0,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.4,3.3,0.194,0.0,0.0,0.0,0.0,False
rayji01,Jim Ray,GUARD,23,,4,43,1.8,0.265,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.094,0.0,0.0,0.0,0.0,False
reganri01,Richie Regan,POINT GUARD,26,,71,2100,10.0,0.394,0.0,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,2.5,1.6,0.037,0.0,0.0,0.0,0.0,False
rickedi01,Dick Ricketts,CENTER,23,,72,2114,10.5,0.402,0.0,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,2.8,2.0,0.046,0.0,0.0,0.0,0.0,False
risenar01,Arnie Risen,CENTER,32,BOSTON CELTICS,43,935,12.8,0.458,0.0,0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,2.7,0.14,0.0,0.0,0.0,0.0,False
rochare01,Red Rocha,CENTER,33,,72,1154,11.0,0.42,0.0,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.044,0.0,0.0,0.0,0.0,False
rosendi01,Dick Rosenthal,SMALL FORWARD,27,,18,188,6.8,0.295,0.0,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.2,-0.5,-0.124,0.0,0.0,0.0,0.0,False
russebi01,Bill Russell,CENTER,22,BOSTON CELTICS,48,1695,20.9,0.45,0.0,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.6,6.2,0.176,0.0,0.0,0.0,0.0,False
savagdo01,Don Savage,FORWARD-GUARD,28,,5,55,7.2,0.408,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,False
schafbo01,Bob Schafer,SHOOTING GUARD,23,,11,167,5.2,0.342,0.0,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.1,-0.2,-0.055,0.0,0.0,0.0,0.0,False
schaydo01,Dolph Schayes,POWER FORWARD,28,,72,2851,24.4,0.502,0.0,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,3.7,12.5,0.211,0.0,0.0,0.0,0.0,False
schnidi01,Dick Schnittker,SMALL FORWARD,28,,70,997,11.1,0.443,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,1.6,0.078,0.0,0.0,0.0,0.0,False
searske01,Kenny Sears,SMALL FORWARD,23,NEW YORK KNICKS,72,2516,16.6,0.517,0.0,0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,1.6,8.0,0.153,0.0,0.0,0.0,0.0,False
seymopa01,Paul Seymour,POINT GUARD,29,,65,1235,11.3,0.39,0.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,1.2,0.8,0.033,0.0,0.0,0.0,0.0,False
sharech01,Chuck Share,CENTER,29,,72,1673,18.9,0.522,0.0,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.0,6.7,0.193,0.0,0.0,0.0,0.0,False
sharmbi01,Bill Sharman,SHOOTING GUARD,30,BOSTON CELTICS,67,2403,19.4,0.495,0.0,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.4,10.4,0.207,0.0,0.0,0.0,0.0,False
shavlro01,Ron Shavlik,FORWARD,23,NEW YORK KNICKS,7,72,-0.9,0.207,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.3,-0.18,0.0,0.0,0.0,0.0,False
shuege01,Gene Shue,POINT GUARD,25,,72,2470,13.7,0.463,0.0,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,4.6,0.09,0.0,0.0,0.0,0.0,False
skoogwh01,Whitey Skoog,SHOOTING GUARD,30,,23,656,10.1,0.415,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.7,0.054,0.0,0.0,0.0,0.0,False
sobiero01,Ron Sobie,SHOOTING GUARD,22,NEW YORK KNICKS,71,1378,14.0,0.457,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.6,0.09,0.0,0.0,0.0,0.0,False
spearod01,Odie Spears,SMALL FORWARD,32,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
spearod01,Odie Spears,SMALL FORWARD,32,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
spoelar01,Art Spoelstra,CENTER,24,,69,1176,12.2,0.427,0.0,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,1.8,0.073,0.0,0.0,0.0,0.0,False
stewano01,Norm Stewart,FORWARD,22,,5,37,-1.9,0.283,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.157,0.0,0.0,0.0,0.0,False
stokema01,Maurice Stokes,POWER FORWARD,23,,72,2761,19.9,0.396,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,6.8,5.5,0.096,0.0,0.0,0.0,0.0,False
thiebbi01,Bill Thieben,POWER FORWARD,21,,58,633,12.0,0.403,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.5,0.2,0.015,0.0,0.0,0.0,0.0,False
tsiorlo01,Lou Tsioropoulos,SMALL FORWARD,26,BOSTON CELTICS,52,670,8.8,0.385,0.0,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.2,0.7,0.049,0.0,0.0,0.0,0.0,False
tuckeji01,Jim Tucker,POWER FORWARD,24,,9,119,3.5,0.383,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,-0.009,0.0,0.0,0.0,0.0,False
twymaja01,Jack Twyman,SHOOTING GUARD,22,,72,2338,17.0,0.496,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2.6,8.8,0.18,0.0,0.0,0.0,0.0,False
wanzebo01,Bobby Wanzer,SHOOTING GUARD,35,,21,159,20.5,0.592,0.0,0.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,1.0,0.3,0.0,0.0,0.0,0.0,False
willibo01,Bob Williams,FORWARD,25,,4,20,6.0,0.376,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,False
yardlge01,George Yardley,SMALL FORWARD,28,,72,2691,21.8,0.498,0.0,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.1,10.0,0.179,0.0,0.0,0.0,0.0,False
arizipa01,Paul Arizin,SMALL FORWARD,29,,68,2377,18.2,0.479,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.3,7.7,0.156,0.0,0.0,0.0,0.0,False
athadi01,Dick Atha,SHOOTING GUARD,26,DETROIT PISTONS,18,160,8.9,0.421,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.054,0.0,0.0,0.0,0.0,False
becker01,Ernie Beck,SHOOTING GUARD,26,,71,1974,12.7,0.462,0.0,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.9,4.3,0.104,0.0,0.0,0.0,0.0,False
biancal01,Al Bianchi,SHOOTING GUARD,25,,69,1421,9.6,0.398,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.3,0.8,0.026,0.0,0.0,0.0,0.0,False
bolstdo01,Doug Bolstorff,GUARD,26,DETROIT PISTONS,3,21,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,False
braunca01,Carl Braun,POINT GUARD,30,NEW YORK KNICKS,71,2475,17.5,0.495,0.0,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,1.7,7.6,0.147,0.0,0.0,0.0,0.0,False
brownge01,George Brown,FORWARD,22,,1,6,-7.2,0.174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.308,0.0,0.0,0.0,0.0,False
burrobo01,Bob Burrow,CENTER,23,,14,171,8.6,0.325,0.0,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.1,-0.4,-0.103,0.0,0.0,0.0,0.0,False
cliftna01,Nat Clifton,POWER FORWARD,35,DETROIT PISTONS,68,1435,10.4,0.397,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,1.2,0.5,0.017,0.0,0.0,0.0,0.0,False
colemja01,Jack Coleman,POWER FORWARD,33,,72,1506,13.8,0.442,0.0,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,2.6,0.084,0.0,0.0,0.0,0.0,False
conlied01,Ed Conlin,SMALL FORWARD,24,,60,1871,15.8,0.452,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.0,4.3,0.11,0.0,0.0,0.0,0.0,False
costela01,Larry Costello,POINT GUARD,26,,72,2746,15.1,0.51,0.0,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.9,9.2,0.162,0.0,0.0,0.0,0.0,False
cousybo01,Bob Cousy,POINT GUARD,29,BOSTON CELTICS,65,2222,17.9,0.415,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.6,5.4,0.116,0.0,0.0,0.0,0.0,False
daviswa01,Walt Davis,POWER FORWARD,27,,35,376,5.2,0.373,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.4,0.0,0.002,0.0,0.0,0.0,0.0,False
daviswa01,Walt Davis,POWER FORWARD,27,,26,287,11.7,0.452,0.0,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.092,0.0,0.0,0.0,0.0,False
dempsge01,George Dempsey,POINT GUARD,28,,67,1048,10.9,0.412,0.0,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,1.4,0.063,0.0,0.0,0.0,0.0,False
devlico01,Corky Devlin,SHOOTING GUARD,26,,70,1248,11.5,0.419,0.0,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.032,0.0,0.0,0.0,0.0,False
duckedi01,Dick Duckett,POINT GUARD,24,,34,424,8.0,0.389,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.4,0.2,0.025,0.0,0.0,0.0,0.0,False
dukeswa01,Walter Dukes,CENTER,27,DETROIT PISTONS,72,2184,13.6,0.42,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2,2.4,0.052,0.0,0.0,0.0,0.0,False
dunnpa01,Pat Dunn,SHOOTING GUARD,26,,28,206,9.4,0.359,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.2,-0.1,-0.013,0.0,0.0,0.0,0.0,False
ebbenbi01,Bill Ebben,GUARD,22,DETROIT PISTONS,8,50,1.1,0.252,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.2,-0.233,0.0,0.0,0.0,0.0,False
eriasbo01,Bo Erias,SMALL FORWARD,25,,18,401,8.9,0.388,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.1,-0.1,-0.018,0.0,0.0,0.0,0.0,False
felixra01,Ray Felix,CENTER,27,NEW YORK KNICKS,72,1709,18.9,0.512,0.0,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.3,5.8,0.164,0.0,0.0,0.0,0.0,False
flemied01,Ed Fleming,SMALL FORWARD,24,,72,1686,12.3,0.413,0.0,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.021,0.0,0.0,0.0,0.0,False
foustla01,Larry Foust,CENTER,29,,72,2200,20.0,0.491,0.0,0.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,1.0,6.4,0.139,0.0,0.0,0.0,0.0,False
frienla01,Larry Friend,SHOOTING GUARD,22,NEW YORK KNICKS,44,569,7.7,0.359,0.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.3,-0.4,-0.033,0.0,0.0,0.0,0.0,False
gallaha01,Harry Gallatin,POWER FORWARD,30,DETROIT PISTONS,72,1990,19.8,0.48,0.0,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.9,6.1,0.147,0.0,0.0,0.0,0.0,False
garmadi01,Dick Garmaker,SHOOTING GUARD,25,,68,2216,15.2,0.468,0.0,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.7,4.4,0.095,0.0,0.0,0.0,0.0,False
georgja01,Jack George,POINT GUARD,29,,72,1910,12.5,0.438,0.0,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0,3.4,0.084,0.0,0.0,0.0,0.0,False
golato01,Tom Gola,SHOOTING GUARD,25,,59,2126,18.3,0.482,0.0,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.2,7.1,0.161,0.0,0.0,0.0,0.0,False
grabojo01,Joe Graboski,POWER FORWARD,28,,72,2077,12.1,0.395,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,2.3,0.9,0.022,0.0,0.0,0.0,0.0,False
gueriri01,Richie Guerin,SHOOTING GUARD,25,NEW YORK KNICKS,63,2368,14.9,0.435,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.7,3.5,0.07,0.0,0.0,0.0,0.0,False
